product,source,url,paragraph_id,raw_text,clean_text,char_count,word_count,is_short_text,is_support_source
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,12,"On 4 February 2014, Sony announced that it was selling its VAIO PC business due to poor sales. [ 19 ] Sony created VAIO, a special purpose company with investment firm Japan Industrial Partners , [ 5 ] as part of its restructuring effort to focus on mobile devices . In March 2014, it was announced that Japan Industrial Partners had purchased a 95% stake in the VAIO division. [ 20 ] [ 21 ]","On 4 February 2014, Sony announced that it was selling its VAIO PC business due to poor sales. Sony created VAIO, a special purpose company with investment firm Japan Industrial Partners , as part of its restructuring effort to focus on mobile devices . In March 2014, it was announced that Japan Industrial Partners had purchased a 95% stake in the VAIO division.",364,63,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,13,"The sale closed on 1 July 2014. On the same day, the company announced refreshed entries in the VAIO Fit and Pro lines. They initially distributed the relaunched products in Japan, then later in Brazil. [ 22 ] [ 23 ] In August 2015, VAIO announced plans to re-enter international markets, beginning with Brazil and the United States. VAIO CEO Yoshimi Ota stated that the company planned to focus more on high-end products in niche segments (such as the creative industries ), as they felt Sony was somewhat too focused on attempting to garner a large market share in its PC business. The Z Canvas tablet was released in the United States on 5 October 2015, through Microsoft Store and the VAIO website. [ 24 ] [ 25 ] On 16 October 2015, VAIO agreed to introduce their products in Brazil through a partnership with a local manufacturer Positivo Informática . [ 26 ]","The sale closed on 1 July 2014. On the same day, the company announced refreshed entries in the VAIO Fit and Pro lines. They initially distributed the relaunched products in Japan, then later in Brazil. In August 2015, VAIO announced plans to re-enter international markets, beginning with Brazil and the United States. VAIO CEO Yoshimi Ota stated that the company planned to focus more on high-end products in niche segments (such as the creative industries ), as they felt Sony was somewhat too focused on attempting to garner a large market share in its PC business. The Z Canvas tablet was released in the United States on 5 October 2015, through Microsoft Store and the VAIO website. On 16 October 2015, VAIO agreed to introduce their products in Brazil through a partnership with a local manufacturer Positivo Informática .",829,139,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,14,"On 2 February 2016, VAIO announced that it would unveil a Windows 10 smartphone . [ 27 ] Also that month, it was also reported that VAIO was negotiating with Toshiba and Fujitsu Technology Solutions to consolidate their personal computer businesses together. [ 28 ]","On 2 February 2016, VAIO announced that it would unveil a Windows 10 smartphone . Also that month, it was also reported that VAIO was negotiating with Toshiba and Fujitsu Technology Solutions to consolidate their personal computer businesses together.",251,39,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,15,"On 4 June 2018, Nexstgo Company announced that they would be licensed by VAIO to oversee the business in Asia. This license agreement between Hong Kong–based Nexstgo and the Japan-based VAIO would include manufacturing, sales and marketing as well as servicing of VAIO laptops under the VAIO trademark in the Hong Kong, Macau, Malaysia, Singapore and Taiwan markets. [ 29 ] [ 15 ]","On 4 June 2018, Nexstgo Company announced that they would be licensed by VAIO to oversee the business in Asia. This license agreement between Hong Kong–based Nexstgo and the Japan-based VAIO would include manufacturing, sales and marketing as well as servicing of VAIO laptops under the VAIO trademark in the Hong Kong, Macau, Malaysia, Singapore and Taiwan markets.",366,58,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,16,"Currently in the US, VAIO business products are sold by Canon USA . [ 30 ]","Currently in the US, VAIO business products are sold by Canon USA .",67,13,True,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,17,"On November 11, 2024, a major Japanese electronics retailer named Nojima announced it will acquire VAIO for ¥11.2 billion. [ 31 ] It will purchase about 93% of the Japan Industrial Partners's stake while Sony will retain a 4.7% stake. [ 32 ] [ 31 ] The deal was completed on January 6, 2025 with VAIO becoming a subsidiary of Nojima. [ 33 ] [ 34 ]","On November 11, 2024, a major Japanese electronics retailer named Nojima announced it will acquire VAIO for ¥11.2 billion. It will purchase about 93% of the Japan Industrial Partners's stake while Sony will retain a 4.7% stake. The deal was completed on January 6, 2025 with VAIO becoming a subsidiary of Nojima.",312,52,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,18,"Sony's VAIO brand included product lines across notebooks , subnotebooks , desktops , media centres , and even Network media solutions.","Sony's VAIO brand included product lines across notebooks , subnotebooks , desktops , media centres , and even Network media solutions.",135,21,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,19,Sony's VAIO range of computers consisted of the following lineups:,Sony's VAIO range of computers consisted of the following lineups:,66,10,True,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,20,"Included as part of the out-of-box experience are prompts to register at Club VAIO, an online community for VAIO owners and enthusiasts, which also provides automatic driver updates and technical support via email, along with exclusive desktop wallpapers and promotional offers . From 1997 to 2001 in Japan, the SAPARi program was also pre-installed on VAIO machines. [ 35 ] On later models, the customer is also prompted to register the installed trial versions of Microsoft Office 2010 and the antivirus software ( Norton AntiVirus on older models, and McAfee VirusScan or TrendMicro on newer ones) upon initial boot.","Included as part of the out-of-box experience are prompts to register at Club VAIO, an online community for VAIO owners and enthusiasts, which also provides automatic driver updates and technical support via email, along with exclusive desktop wallpapers and promotional offers . From 1997 to 2001 in Japan, the SAPARi program was also pre-installed on VAIO machines. On later models, the customer is also prompted to register the installed trial versions of Microsoft Office 2010 and the antivirus software ( Norton AntiVirus on older models, and McAfee VirusScan or TrendMicro on newer ones) upon initial boot.",612,96,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,21,"Vaio computers come with components from companies such as Intel processors, Seagate Technology , Hitachi, Fujitsu or Toshiba hard drives, Infineon or Elpida RAM, Atheros and Intel wireless chipsets, Sony (usually made by Hitachi ) or Matsushita optical drives, Intel, NVIDIA or AMD graphics cards and Sony speakers. Recent laptops have been shipped with Qimonda RAM, HP speakers with Realtek High Definition Audio Systems, and optional Dolby Sound Room technology.","Vaio computers come with components from companies such as Intel processors, Seagate Technology , Hitachi, Fujitsu or Toshiba hard drives, Infineon or Elpida RAM, Atheros and Intel wireless chipsets, Sony (usually made by Hitachi ) or Matsushita optical drives, Intel, NVIDIA or AMD graphics cards and Sony speakers. Recent laptops have been shipped with Qimonda RAM, HP speakers with Realtek High Definition Audio Systems, and optional Dolby Sound Room technology.",465,70,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,22,"A selection of media centres were added to the VAIO range in 2006. These monitorless units (identified by a product code prefixed by VGX rather than VGN) are designed to form part of a home entertainment system. They typically take input from a TV tuner card, and output video via HDMI or composite video connection to an ideally high-definition television. The range included the XL and TP lines. The VGX-TP line is visually unique, featuring a circular, 'biscuit-tin' style design with most features obscured behind panels, rather than the traditional set-top box design.","A selection of media centres were added to the VAIO range in 2006. These monitorless units (identified by a product code prefixed by VGX rather than VGN) are designed to form part of a home entertainment system. They typically take input from a TV tuner card, and output video via HDMI or composite video connection to an ideally high-definition television. The range included the XL and TP lines. The VGX-TP line is visually unique, featuring a circular, 'biscuit-tin' style design with most features obscured behind panels, rather than the traditional set-top box design.",573,93,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,23,"In 2013, Sony VAIO's range comprised seven products. The most basic were the E, T and S series while the high end models, the F and Z Series, were discontinued. Sony also had a range of hybrid tablet computers , with models called VAIO Duo 11/13, VAIO Tap 11/20 and VAIO Fit multi-flip, as well as a desktop computer under the L series. These models use Windows systems and Intel processors, as described above. [ 36 ]","In 2013, Sony VAIO's range comprised seven products. The most basic were the E, T and S series while the high end models, the F and Z Series, were discontinued. Sony also had a range of hybrid tablet computers , with models called VAIO Duo 11/13, VAIO Tap 11/20 and VAIO Fit multi-flip, as well as a desktop computer under the L series. These models use Windows systems and Intel processors, as described above.",411,74,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,24,"Sony released some of their early digital audio players (DAP) under the VAIO line. The first model, the ""VAIO Music Clip"", was released in 1999, powered by an AA battery and featuring 64 MB of internal memory. It differed from Sony's players in the ""Network Walkman "" line, which used external Memory Stick medium at the time. Succeeding models were also released, but it was mainly sold domestically, with Walkman-branded players more widespread internationally. [ 37 ] In 2004 the brand made a comeback with the VAIO Pocket (model VGF-AP1L), featuring a 40 GB hard disk drive for up to 26,000 songs, and a 2.0-inch color LCD. Like Walkman DAPs it used SonicStage software. [ 38 ]","Sony released some of their early digital audio players (DAP) under the VAIO line. The first model, the ""VAIO Music Clip"", was released in 1999, powered by an AA battery and featuring 64 MB of internal memory. It differed from Sony's players in the ""Network Walkman "" line, which used external Memory Stick medium at the time. Succeeding models were also released, but it was mainly sold domestically, with Walkman-branded players more widespread internationally. In 2004 the brand made a comeback with the VAIO Pocket (model VGF-AP1L), featuring a 40 GB hard disk drive for up to 26,000 songs, and a 2.0-inch color LCD. Like Walkman DAPs it used SonicStage software.",667,111,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,25,"Sony had also released several other products under the VAIO lineup, including the VAIO WA1 wireless digital music streamer, essentially a portable radio and speaker. [ 39 ]","Sony had also released several other products under the VAIO lineup, including the VAIO WA1 wireless digital music streamer, essentially a portable radio and speaker.",166,25,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,26,"The current and past lineup of VAIO computers continues the same product line naming, and currently include:","The current and past lineup of VAIO computers continues the same product line naming, and currently include:",108,17,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,27,"The first new VAIO computer developed by VAIO was the VAIO Z Canvas 2-in-1 PC , which began sales on 23 September 2015 starting from $2,199 in the USA. The Z Canvas is focused on creative professionals as its target audience. Graphic artists, illustrators, animators, etc. With a 12.3-inch LCD WQXGA+ 2560 x 1704 IPS multi-touch display with digitizer stylus (pen) capability, the Z Canvas looks similar in design to the Microsoft Surface Pro 3 , but comes with Windows 10 Pro and is available as a Microsoft Signature PC . It has an Intel Core i7 processor, an Intel Iris Pro Graphics 5200, a 2nd generation PCIe SSD with PCIe Gen.3 compatibility (up to 1 TB) or SATA /M.2 for the 256 GB model, and up to 16 GB of memory.","The first new VAIO computer developed by VAIO was the VAIO Z Canvas 2-in-1 PC , which began sales on 23 September 2015 starting from $2,199 in the USA. The Z Canvas is focused on creative professionals as its target audience. Graphic artists, illustrators, animators, etc. With a 12.3-inch LCD WQXGA+ 2560 x 1704 IPS multi-touch display with digitizer stylus (pen) capability, the Z Canvas looks similar in design to the Microsoft Surface Pro 3 , but comes with Windows 10 Pro and is available as a Microsoft Signature PC . It has an Intel Core i7 processor, an Intel Iris Pro Graphics 5200, a 2nd generation PCIe SSD with PCIe Gen.3 compatibility (up to 1 TB) or SATA /M.2 for the 256 GB model, and up to 16 GB of memory.",722,132,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,28,"In February 2016, VAIO announced the VAIO Phone Biz—a premium built mid-range Windows 10 Mobile device. This was VAIO's first Windows smartphone. In March 2017, VAIO announced VAIO Phone A, which had the look of the VAIO Phone Biz, but runs the Android operating system instead.","In February 2016, VAIO announced the VAIO Phone Biz—a premium built mid-range Windows 10 Mobile device. This was VAIO's first Windows smartphone. In March 2017, VAIO announced VAIO Phone A, which had the look of the VAIO Phone Biz, but runs the Android operating system instead.",278,46,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,29,"Over the years, the Sony VAIO lineup has been responsible for many 'firsts' in desktops and laptops, as well as for setting trends for what would now be considered standard equipment. [ citation needed ]","Over the years, the Sony VAIO lineup has been responsible for many 'firsts' in desktops and laptops, as well as for setting trends for what would now be considered standard equipment. [ citation needed ]",203,35,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,30,"The Sony VAIO C1 PictureBook subnotebook, first released in 1998, was among the first to feature a built in web-cam, [ 40 ] at 0.27 megapixels, and could swivel around to capture photos on both sides.","The Sony VAIO C1 PictureBook subnotebook, first released in 1998, was among the first to feature a built in web-cam, at 0.27 megapixels, and could swivel around to capture photos on both sides.",193,33,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,31,"The Sony VAIO X505 laptop, released in 2004, popularized the chiclet keyboard in laptops. [ 41 ]","The Sony VAIO X505 laptop, released in 2004, popularized the chiclet keyboard in laptops.",89,14,True,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,32,"Some Sony VAIO models come with Sony's proprietary XBRITE (known as ClearBright in Japan and the Asia-Pacific region) displays. The first model to introduce this feature was the Vaio TR series, which was also the first consumer product to utilize such technology. It is a combination of smooth screen, anti-reflection (AR) coating and high-efficiency lens sheet. Sony claims that the smooth finish provides a sharper screen display, the AR coating prevents external light from scattering when it hits the screen, and the high-efficiency lens sheet provides 1.5 times the brightness improvement over traditional LCD designs. Battery life is also extended through reduced usage of the LCD backlight . The technology was pioneered by Sony engineer Masaaki Nakagawa, who is in charge of the Vaio TR development. [ 42 ]","Some Sony VAIO models come with Sony's proprietary XBRITE (known as ClearBright in Japan and the Asia-Pacific region) displays. The first model to introduce this feature was the Vaio TR series, which was also the first consumer product to utilize such technology. It is a combination of smooth screen, anti-reflection (AR) coating and high-efficiency lens sheet. Sony claims that the smooth finish provides a sharper screen display, the AR coating prevents external light from scattering when it hits the screen, and the high-efficiency lens sheet provides 1.5 times the brightness improvement over traditional LCD designs. Battery life is also extended through reduced usage of the LCD backlight . The technology was pioneered by Sony engineer Masaaki Nakagawa, who is in charge of the Vaio TR development.",807,126,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,33,"The TX series, introduced in September 2005, was the first notebook to implement a LED back-lit screen, which provides lower power consumption and greater color reproduction. This technology has since been widely adopted by many other notebook manufacturers. The TX series was also the first to use a 16:9 aspect ratio screen with 1366x768 resolution. The successor to the TX series was the TZ series in May 2007. This new design featured an optional 32 or 64GB Solid State Drive (SSD) for rapid boot-up times, quicker application launches and greater durability. If selected, a 250 GB Hard Drive could also have been included in place of the built-in CD/DVD drive to provide room for additional storage. For security, this model included a biometric fingerprint sensor and Trusted Platform Module . The TZ offered a built-in highly miniaturized Motion Eye camera built into the LCD panel for video conferencing. Additional features included the XBRITE LCD, integrated Wireless Wide Area Network (WWAN) technology and Bluetooth technology.","The TX series, introduced in September 2005, was the first notebook to implement a LED back-lit screen, which provides lower power consumption and greater color reproduction. This technology has since been widely adopted by many other notebook manufacturers. The TX series was also the first to use a 16:9 aspect ratio screen with 1366x768 resolution. The successor to the TX series was the TZ series in May 2007. This new design featured an optional 32 or 64GB Solid State Drive (SSD) for rapid boot-up times, quicker application launches and greater durability. If selected, a 250 GB Hard Drive could also have been included in place of the built-in CD/DVD drive to provide room for additional storage. For security, this model included a biometric fingerprint sensor and Trusted Platform Module . The TZ offered a built-in highly miniaturized Motion Eye camera built into the LCD panel for video conferencing. Additional features included the XBRITE LCD, integrated Wireless Wide Area Network (WWAN) technology and Bluetooth technology.",1039,164,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,34,"The SZ series was the first to use switchable graphics [ 43 ] – the motherboard contained an Intel GMCH (Graphics Memory Controller Hub) featuring its own in-built graphics controller (complete memory hub controller and graphics accelerator on the one die) and a separate NVIDIA graphics accelerator chipset directly interfaced with the GMCH. The GMCH could reduce power consumption and extend battery, life whereas the NVIDIA chipset provided greater graphics processing power. A mechanical switch toggled between the graphics options but required that the user preselect the mode to use before the motherboard could initialize. The Z series, which replaced the SZ series, can change graphics modes ""on the fly"" on Windows Vista, and does not require a restart of the system. This feature has subsequently been used by other manufacturers, including Apple, [ 44 ] Asus and Alienware.","The SZ series was the first to use switchable graphics – the motherboard contained an Intel GMCH (Graphics Memory Controller Hub) featuring its own in-built graphics controller (complete memory hub controller and graphics accelerator on the one die) and a separate NVIDIA graphics accelerator chipset directly interfaced with the GMCH. The GMCH could reduce power consumption and extend battery, life whereas the NVIDIA chipset provided greater graphics processing power. A mechanical switch toggled between the graphics options but required that the user preselect the mode to use before the motherboard could initialize. The Z series, which replaced the SZ series, can change graphics modes ""on the fly"" on Windows Vista, and does not require a restart of the system. This feature has subsequently been used by other manufacturers, including Apple, Asus and Alienware.",870,133,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,35,"The AR Series was the first to incorporate a Blu-ray Disc burner , [ 45 ] at the height of the Blu-Ray vs. HD-DVD format war . This series was designed to be the epitome of high-definition products including a 1080p capable WUXGA (1920 × 1200 pixels) screen, HDMI output and the aforementioned Blu-ray burner. The AR series also includes an illuminated logo below the screen. Blu-ray/HDMI capable models have been the subject of intense promotion since mid-2007, selling with a variety of bundled Blu-ray Discs. The AR series was subsequently replaced by the AW series, and in 2011, replaced by the F Series, which incorporates all of these features in a 16.4"" 16:9 display.","The AR Series was the first to incorporate a Blu-ray Disc burner , at the height of the Blu-Ray vs. HD-DVD format war . This series was designed to be the epitome of high-definition products including a 1080p capable WUXGA (1920 × 1200 pixels) screen, HDMI output and the aforementioned Blu-ray burner. The AR series also includes an illuminated logo below the screen. Blu-ray/HDMI capable models have been the subject of intense promotion since mid-2007, selling with a variety of bundled Blu-ray Discs. The AR series was subsequently replaced by the AW series, and in 2011, replaced by the F Series, which incorporates all of these features in a 16.4"" 16:9 display.",667,112,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,36,The chime heard when a VAIO computer is booted are the DTMF notes corresponding to V-A-I-O (8-2-4-6) dialed on a telephone keypad. [ 46 ],The chime heard when a VAIO computer is booted are the DTMF notes corresponding to V-A-I-O (8-2-4-6) dialed on a telephone keypad.,130,22,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,37,"Sony has been criticized for loading its VAIO laptops with bloatware, or ineffective and unrequested software that supposedly allows the user to immediately use the laptop for multimedia purposes. This includes trial versions of Adobe Premiere Elements & Adobe Photoshop Elements with VAIO Media Gate and XMB. Sony later offered a ""Fresh start"" option in some regions with several of their business models. With this option, the computer is shipped only with a basic Windows operating system and very little trial software already installed. [ citation needed ]","Sony has been criticized for loading its VAIO laptops with bloatware, or ineffective and unrequested software that supposedly allows the user to immediately use the laptop for multimedia purposes. This includes trial versions of Adobe Premiere Elements & Adobe Photoshop Elements with VAIO Media Gate and XMB. Sony later offered a ""Fresh start"" option in some regions with several of their business models. With this option, the computer is shipped only with a basic Windows operating system and very little trial software already installed. [ citation needed ]",561,88,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,38,"The default webcam software in Vaio notebooks is ArcSoft WebCam Companion. It offers a set of special effects called Magic-i visual effects, through which users can enhance the images and videos taken through the webcam. It also features a face detection feature. Certain other Sony proprietary software such as Click to Disc Editor, VAIO Music Box, VAIO Movie Story, VAIO Media Plus are also included with recent models. Those shipped with ATI Radeon video cards feature the Catalyst Control Centre, which enables control of brightness, contrast, resolution etc., and also enables connection to an external display the best laptop. [ citation needed ]","The default webcam software in Vaio notebooks is ArcSoft WebCam Companion. It offers a set of special effects called Magic-i visual effects, through which users can enhance the images and videos taken through the webcam. It also features a face detection feature. Certain other Sony proprietary software such as Click to Disc Editor, VAIO Music Box, VAIO Movie Story, VAIO Media Plus are also included with recent models. Those shipped with ATI Radeon video cards feature the Catalyst Control Centre, which enables control of brightness, contrast, resolution etc., and also enables connection to an external display the best laptop. [ citation needed ]",652,103,False,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,39,Early Sony VAIO models included recovery media in the form of CDs and/or DVDs.,Early Sony VAIO models included recovery media in the form of CDs and/or DVDs.,78,14,True,False
Sony VAIO Laptops,Wikipedia,https://en.wikipedia.org/wiki/vaio,40,"Beginning in mid-2005, a hidden partition on the hard drive , accessible at boot via the BIOS or within Windows via a utility was used instead. Pressing [F10] at the Vaio logo during boot-up will cause the notebook to boot from the recovery partition; where the user has the choice of either running hardware diagnostics without affecting the installed system, or restoring (re-imaging) the hard drive to factory condition – an option that destroys all user installed applications and data). The first time a new VAIO PC is started up, users are prompted to create their own recovery media. [ 47 ] This physical media would be required in case of hard disk failure and/or replacement. In cases where the system comes with Windows 7 64-bit pre-installed, the provided recovery media restores the system to Windows 7 32- or 64-bit.","Beginning in mid-2005, a hidden partition on the hard drive , accessible at boot via the BIOS or within Windows via a utility was used instead. Pressing [F10] at the Vaio logo during boot-up will cause the notebook to boot from the recovery partition; where the user has the choice of either running hardware diagnostics without affecting the installed system, or restoring (re-imaging) the hard drive to factory condition – an option that destroys all user installed applications and data). The first time a new VAIO PC is started up, users are prompted to create their own recovery media. This physical media would be required in case of hard disk failure and/or replacement. In cases where the system comes with Windows 7 64-bit pre-installed, the provided recovery media restores the system to Windows 7 32- or 64-bit.",822,137,False,False
Sony VAIO Laptops,Britannica Laptop Computer,https://www.britannica.com/technology/laptop-computer,1,Our editors will review what you’ve submitted and determine whether to revise the article.,Our editors will review what you’ve submitted and determine whether to revise the article.,90,14,True,False
Sony VAIO Laptops,Britannica Laptop Computer,https://www.britannica.com/technology/laptop-computer,2,"laptop computer ,  portable personal computer that features a screen, touch pad, and alphanumeric keyboard.","laptop computer , portable personal computer that features a screen, touch pad, and alphanumeric keyboard.",106,15,False,False
